Assets,Return,Volatility
15 18 33 38 ,7.245,10.5116
15 18 33 44 ,7.2925,10.2438
15 18 33 51 ,7.8175,11.1725
15 18 33 52 ,7.7875,11.0344
15 18 34 35 ,7.415,10.5934
15 18 34 36 ,7.13,10.2964
15 18 34 38 ,7.4225,10.631
15 18 34 44 ,7.47,10.303
15 18 34 51 ,7.995,11.0626
15 18 34 52 ,7.965,10.9642
15 18 35 38 ,7.2675,10.2764
15 18 35 44 ,7.315,10.0369
15 18 35 51 ,7.84,10.9206
15 18 35 52 ,7.81,10.9206
15 18 36 51 ,7.555,10.5192
15 18 36 52 ,7.525,10.4673
15 18 37 51 ,7.5975,10.0267
15 18 38 44 ,7.3225,10.096
15 18 38 51 ,7.8475,10.7662
15 18 38 52 ,7.8175,10.5912
15 18 43 51 ,7.9925,10.3189
15 18 43 52 ,7.9625,10.0145
15 18 44 51 ,7.895,10.3564
15 18 44 52 ,7.865,10.1762
15 19 22 23 ,7.105,10.135
15 19 22 24 ,7.1025,10.4398
15 19 22 25 ,7.7925,10.9405
15 19 22 27 ,7.785,10.1183
15 19 22 31 ,7.5275,10.5681
15 19 22 32 ,7.5425,10.4491
15 19 22 51 ,7.7,10.2186
15 19 22 52 ,7.67,10.2853
15 19 23 24 ,7.325,11.0058
15 19 23 28 ,7.56,10.2055
15 19 23 29 ,7.7025,10.3786
15 19 23 31 ,7.75,11.0367
15 19 23 32 ,7.765,10.8918
15 19 23 33 ,7.32,10.2966
15 19 23 34 ,7.4975,10.3841
15 19 23 35 ,7.3425,10.2387
15 19 23 38 ,7.35,10.0599
15 19 23 51 ,7.9225,10.702
15 19 23 52 ,7.8925,10.754
15 19 24 28 ,7.5575,10.4375
15 19 24 29 ,7.7,10.6211
15 19 24 31 ,7.7475,11.2426
15 19 24 32 ,7.7625,11.1134
15 19 24 33 ,7.3175,10.5571
15 19 24 34 ,7.495,10.7512
15 19 24 35 ,7.34,10.5431
15 19 24 36 ,7.055,10.1044
15 19 24 38 ,7.3475,10.3821
15 19 24 44 ,7.395,10.084
15 19 24 51 ,7.92,10.9968
15 19 24 52 ,7.89,11.2459
15 19 25 36 ,7.745,10.598
15 19 25 37 ,7.7875,10.0862
15 19 25 49 ,7.0725,10.2013
15 19 27 33 ,8,10.5351
15 19 28 29 ,7.935,10.4323
15 19 28 31 ,7.9825,11.0505
15 19 28 32 ,7.9975,10.9067
15 19 28 33 ,7.5525,10.1243
15 19 28 34 ,7.73,10.0361
15 19 29 33 ,7.695,10.289
15 19 29 34 ,7.8725,10.1699
15 19 30 49 ,7.71,10.6292
15 19 30 50 ,7.74,10.6091
15 19 30 55 ,7.7,10.4477
15 19 31 33 ,7.7425,11.0002
15 19 31 34 ,7.92,10.7736
15 19 31 35 ,7.765,10.6632
15 19 31 36 ,7.48,10.2404
15 19 31 38 ,7.7725,10.511
15 19 31 43 ,7.9175,10.2191
15 19 31 44 ,7.82,10.207
15 19 32 33 ,7.7575,10.8609
15 19 32 34 ,7.935,10.6299
15 19 32 35 ,7.78,10.5433
15 19 32 36 ,7.495,10.1053
15 19 32 38 ,7.7875,10.3713
15 19 32 43 ,7.9325,10.1207
15 19 32 44 ,7.835,10.1296
15 19 33 34 ,7.49,10.066
15 19 33 51 ,7.915,10.4927
15 19 33 52 ,7.885,10.4539
15 19 35 51 ,7.9375,10.3376
15 19 35 52 ,7.9075,10.4461
15 19 38 51 ,7.945,10.1007
15 19 38 52 ,7.915,10.0271
15 20 23 25 ,7.2625,10.1063
15 20 23 30 ,7.9,10.2289
15 20 24 25 ,7.26,10.3735
15 20 24 30 ,7.8975,10.4867
15 20 24 52 ,7.1375,10.0961
15 20 25 27 ,7.9425,10.3118
15 20 25 28 ,7.495,10.1368
15 20 25 29 ,7.6375,10.3131
15 20 25 31 ,7.685,10.765
15 20 25 32 ,7.7,10.6412
15 20 25 51 ,7.8575,10.2408
15 20 25 52 ,7.8275,10.1225
15 20 27 31 ,7.6775,10.5003
15 20 27 32 ,7.6925,10.5618
15 20 30 33 ,7.8925,10.1908
15 20 30 35 ,7.915,10.0485
15 20 31 32 ,7.435,10.8908
15 20 31 51 ,7.5925,10.0692
15 20 31 52 ,7.5625,10.0353
15 20 51 52 ,7.735,10.1008
15 21 22 25 ,7.5575,10.2468
15 21 23 24 ,7.09,10.4039
15 21 23 25 ,7.78,10.6588
15 21 23 31 ,7.515,10.3125
15 21 23 32 ,7.53,10.1733
15 21 23 51 ,7.6875,10.0985
15 21 23 52 ,7.6575,10.2374
15 21 24 25 ,7.7775,10.8777
15 21 24 31 ,7.5125,10.5136
15 21 24 32 ,7.5275,10.3911
15 21 24 34 ,7.26,10.1295
15 21 24 51 ,7.685,10.3912
15 21 24 52 ,7.655,10.7344
15 21 25 33 ,7.7725,10.5431
15 21 25 34 ,7.95,10.4374
15 21 25 35 ,7.795,10.2915
15 21 25 38 ,7.8025,10.1133
15 21 28 31 ,7.7475,10.3313
15 21 28 32 ,7.7625,10.1935
15 21 29 31 ,7.89,10.4341
15 21 29 32 ,7.905,10.3197
15 21 30 49 ,7.475,10.0566
15 21 30 50 ,7.505,10.0389
15 21 31 32 ,7.9525,11.5419
15 21 31 33 ,7.5075,10.2494
15 21 31 34 ,7.685,10.0256
15 21 32 33 ,7.5225,10.1159
15 22 23 24 ,7.6025,13.4952
15 22 23 26 ,7.9325,11.7918
15 22 23 28 ,7.8375,12.5126
15 22 23 29 ,7.98,12.6806
15 22 23 33 ,7.5975,12.688
15 22 23 34 ,7.775,12.8785
15 22 23 35 ,7.62,12.7105
15 22 23 36 ,7.335,12.2913
15 22 23 37 ,7.3775,11.7289
15 22 23 38 ,7.6275,12.5043
15 22 23 39 ,7.4675,11.3214
15 22 23 42 ,7.35,10.5815
15 22 23 43 ,7.7725,11.4038
15 22 23 44 ,7.675,12.083
15 22 23 46 ,7.18,10.1895
15 22 23 48 ,7.02,10.1437
15 22 23 58 ,7.6575,10.9968
15 22 24 26 ,7.93,12.1404
15 22 24 28 ,7.835,12.8133
15 22 24 29 ,7.9775,12.989
15 22 24 33 ,7.595,13.0093
15 22 24 34 ,7.7725,13.2831
15 22 24 35 ,7.6175,13.0655
15 22 24 36 ,7.3325,12.6492
15 22 24 37 ,7.375,12.0742
15 22 24 38 ,7.625,12.8752
15 22 24 39 ,7.465,11.6827
15 22 24 40 ,7.3375,10.2565
15 22 24 42 ,7.3475,10.8928
15 22 24 43 ,7.77,11.6829
15 22 24 44 ,7.6725,12.4525
15 22 24 46 ,7.1775,10.5208
15 22 24 48 ,7.0175,10.5178
15 22 24 58 ,7.655,11.3397
15 22 25 45 ,7.6675,10.1312
15 22 25 46 ,7.8675,11.0482
15 22 25 48 ,7.7075,11.0267
15 22 25 49 ,7.35,12.1158
15 22 25 50 ,7.38,10.6343
15 22 25 53 ,7.3125,10.3877
15 22 25 54 ,7.3525,11.0654
15 22 25 55 ,7.34,11.8323
15 22 25 56 ,7.2875,10.4172
15 22 26 33 ,7.925,11.5755
15 22 26 35 ,7.9475,11.4444
15 22 26 36 ,7.6625,11.055
15 22 26 37 ,7.705,10.4892
15 22 26 38 ,7.955,11.2501
15 22 26 39 ,7.795,10.1966
15 22 27 46 ,7.86,10.1963
15 22 27 48 ,7.7,10.1167
15 22 27 49 ,7.3425,11.2433
15 22 27 50 ,7.3725,10.0491
15 22 27 54 ,7.345,10.0648
15 22 27 55 ,7.3325,10.8874
15 22 28 33 ,7.83,12.3171
15 22 28 35 ,7.8525,12.1444
15 22 28 36 ,7.5675,11.7795
15 22 28 37 ,7.61,11.2215
15 22 28 38 ,7.86,12.0272
15 22 28 39 ,7.7,10.8514
15 22 28 42 ,7.5825,10.2555
15 22 28 44 ,7.9075,11.5333
15 22 28 58 ,7.89,10.5547
15 22 29 33 ,7.9725,12.4798
15 22 29 35 ,7.995,12.3103
15 22 29 36 ,7.71,11.9274
15 22 29 37 ,7.7525,11.3691
15 22 29 39 ,7.8425,11.034
15 22 29 42 ,7.725,10.2817
15 22 29 46 ,7.555,10.0367
15 22 29 49 ,7.0375,11.2317
15 22 29 54 ,7.04,10.0812
15 22 29 55 ,7.0275,10.8695
15 22 30 49 ,7.9875,11.8839
15 22 30 53 ,7.95,10.6132
15 22 30 54 ,7.99,11.1083
15 22 30 55 ,7.9775,11.8442
15 22 30 56 ,7.925,10.6129
15 22 30 57 ,7.62,10.0939
15 22 31 36 ,7.7575,12.3043
15 22 31 37 ,7.8,11.7529
15 22 31 39 ,7.89,11.5581
15 22 31 40 ,7.7625,10.0879
15 22 31 42 ,7.7725,10.9888
15 22 31 46 ,7.6025,10.6431
15 22 31 48 ,7.4425,10.5233
15 22 31 49 ,7.085,11.866
15 22 31 50 ,7.115,10.5052
15 22 31 54 ,7.0875,10.5932
15 22 31 55 ,7.075,11.4252
15 22 32 36 ,7.7725,12.1431
15 22 32 37 ,7.815,11.5945
15 22 32 39 ,7.905,11.4289
15 22 32 42 ,7.7875,10.8217
15 22 32 46 ,7.6175,10.4657
15 22 32 48 ,7.4575,10.3749
15 22 32 49 ,7.1,11.604
15 22 32 50 ,7.13,10.3354
15 22 32 54 ,7.1025,10.4447
15 22 32 55 ,7.09,11.2706
15 22 33 34 ,7.7675,12.496
15 22 33 35 ,7.6125,12.3297
15 22 33 36 ,7.3275,11.9266
15 22 33 37 ,7.37,11.354
15 22 33 38 ,7.62,12.1098
15 22 33 39 ,7.46,10.9805
15 22 33 42 ,7.3425,10.2779
15 22 33 43 ,7.765,11.1306
15 22 33 44 ,7.6675,11.6952
15 22 33 58 ,7.65,10.5818
15 22 34 35 ,7.79,12.4606
15 22 34 36 ,7.505,12.1141
15 22 34 37 ,7.5475,11.564
15 22 34 38 ,7.7975,12.3694
15 22 34 39 ,7.6375,11.0627
15 22 34 42 ,7.52,10.3674
15 22 34 43 ,7.9425,11.1847
15 22 34 44 ,7.845,11.909
15 22 34 46 ,7.35,10.0151
15 22 34 58 ,7.8275,10.7665
15 22 35 36 ,7.35,11.9486
15 22 35 37 ,7.3925,11.3644
15 22 35 38 ,7.6425,12.077
15 22 35 39 ,7.4825,10.9804
15 22 35 42 ,7.365,10.2391
15 22 35 43 ,7.7875,11.0267
15 22 35 44 ,7.69,11.691
15 22 35 58 ,7.6725,10.62
15 22 36 37 ,7.1075,11.0076
15 22 36 38 ,7.3575,11.7427
15 22 36 39 ,7.1975,10.515
15 22 36 41 ,7.835,10.2932
15 22 36 43 ,7.5025,10.5986
15 22 36 44 ,7.405,11.3288
15 22 36 51 ,7.93,12.1215
15 22 36 52 ,7.9,12.1423
15 22 36 58 ,7.3875,10.1648
15 22 37 38 ,7.4,11.2513
15 22 37 43 ,7.545,10.118
15 22 37 44 ,7.4475,10.8842
15 22 37 51 ,7.9725,11.5346
15 22 37 52 ,7.9425,11.5175
15 22 38 39 ,7.49,10.6833
15 22 38 43 ,7.795,10.8864
15 22 38 44 ,7.6975,11.6106
15 22 38 58 ,7.68,10.4325
15 22 39 44 ,7.5375,10.3142
15 22 42 51 ,7.945,10.7944
15 22 42 52 ,7.915,10.879
15 22 43 44 ,7.8425,10.6224
15 22 46 51 ,7.775,10.4255
15 22 46 52 ,7.745,10.4032
15 22 48 51 ,7.615,10.3189
15 22 48 52 ,7.585,10.3578
15 22 49 51 ,7.2575,11.5999
15 22 49 52 ,7.2275,11.3097
15 22 51 54 ,7.26,10.4016
15 22 51 55 ,7.2475,11.1534
15 22 52 54 ,7.23,10.4874
15 22 52 55 ,7.2175,11.2627
15 23 24 33 ,7.8175,13.5446
15 23 24 34 ,7.995,13.8278
15 23 24 35 ,7.84,13.5996
15 23 24 36 ,7.555,13.1629
15 23 24 37 ,7.5975,12.6146
15 23 24 38 ,7.8475,13.4346
15 23 24 39 ,7.6875,12.266
15 23 24 40 ,7.56,10.8001
15 23 24 42 ,7.57,11.4434
15 23 24 43 ,7.9925,12.2697
15 23 24 44 ,7.895,13.0052
15 23 24 45 ,7.2,10.3501
15 23 24 46 ,7.4,11.0748
15 23 24 47 ,7.705,10.1726
15 23 24 48 ,7.24,11.0907
15 23 24 58 ,7.8775,11.9728
15 23 25 45 ,7.89,10.5686
15 23 25 48 ,7.93,11.4567
15 23 25 49 ,7.5725,12.5689
15 23 25 50 ,7.6025,11.0094
15 23 25 53 ,7.535,10.8343
15 23 25 54 ,7.575,11.5311
15 23 25 55 ,7.5625,12.2915
15 23 25 56 ,7.51,10.8685
15 23 25 57 ,7.205,10.303
15 23 26 36 ,7.885,11.4502
15 23 26 37 ,7.9275,10.9087
15 23 26 49 ,7.2125,10.747
15 23 26 55 ,7.2025,10.4696
15 23 27 48 ,7.9225,10.5576
15 23 27 49 ,7.565,11.7066
15 23 27 50 ,7.595,10.4189
15 23 27 54 ,7.5675,10.5486
15 23 27 55 ,7.555,11.3605
15 23 28 36 ,7.79,12.1659
15 23 28 37 ,7.8325,11.6301
15 23 28 39 ,7.9225,11.301
15 23 28 42 ,7.805,10.6521
15 23 28 46 ,7.635,10.3672
15 23 28 48 ,7.475,10.2787
15 23 28 49 ,7.1175,11.6846
15 23 28 54 ,7.12,10.427
15 23 28 55 ,7.1075,11.1712
15 23 29 36 ,7.9325,12.3333
15 23 29 37 ,7.975,11.7978
15 23 29 42 ,7.9475,10.7051
15 23 29 46 ,7.7775,10.4541
15 23 29 48 ,7.6175,10.4255
15 23 29 49 ,7.26,11.6892
15 23 29 50 ,7.29,10.1253
15 23 29 54 ,7.2625,10.5572
15 23 29 55 ,7.25,11.3368
15 23 30 57 ,7.8425,10.4089
15 23 31 36 ,7.98,12.7532
15 23 31 40 ,7.985,10.5452
15 23 31 42 ,7.995,11.4472
15 23 31 45 ,7.625,10.2451
15 23 31 46 ,7.825,11.1008
15 23 31 48 ,7.665,11.0049
15 23 31 49 ,7.3075,12.3567
15 23 31 50 ,7.3375,10.917
15 23 31 53 ,7.27,10.4326
15 23 31 54 ,7.31,11.1104
15 23 31 55 ,7.2975,11.9295
15 23 31 56 ,7.245,10.4958
15 23 32 36 ,7.995,12.5708
15 23 32 40 ,8,10.382
15 23 32 45 ,7.64,10.085
15 23 32 46 ,7.84,10.8998
15 23 32 48 ,7.68,10.8318
15 23 32 49 ,7.3225,12.0773
15 23 32 50 ,7.3525,10.7221
15 23 32 53 ,7.285,10.2642
15 23 32 54 ,7.325,10.9379
15 23 32 55 ,7.3125,11.7527
15 23 32 56 ,7.26,10.3282
15 23 33 34 ,7.99,12.9478
15 23 33 35 ,7.835,12.7669
15 23 33 36 ,7.55,12.3381
15 23 33 37 ,7.5925,11.7892
15 23 33 38 ,7.8425,12.5735
15 23 33 39 ,7.6825,11.4571
15 23 33 42 ,7.565,10.708
15 23 33 43 ,7.9875,11.6049
15 23 33 44 ,7.89,12.1481
15 23 33 46 ,7.395,10.3573
15 23 33 48 ,7.235,10.3082
15 23 33 58 ,7.8725,11.1114
15 23 34 36 ,7.7275,12.5414
15 23 34 37 ,7.77,12.0145
15 23 34 39 ,7.86,11.5598
15 23 34 40 ,7.7325,10.167
15 23 34 42 ,7.7425,10.8194
15 23 34 46 ,7.5725,10.4664
15 23 34 48 ,7.4125,10.4308
15 23 34 49 ,7.055,11.6224
15 23 34 54 ,7.0575,10.6639
15 23 34 55 ,7.045,11.3983
15 23 35 36 ,7.5725,12.3605
15 23 35 37 ,7.615,11.8004
15 23 35 38 ,7.865,12.5431
15 23 35 39 ,7.705,11.4583
15 23 35 42 ,7.5875,10.6721
15 23 35 44 ,7.9125,12.1452
15 23 35 46 ,7.4175,10.293
15 23 35 48 ,7.2575,10.2468
15 23 35 58 ,7.895,11.149
15 23 36 37 ,7.33,11.4141
15 23 36 38 ,7.58,12.1812
15 23 36 39 ,7.42,10.9684
15 23 36 42 ,7.3025,10.1963
15 23 36 43 ,7.725,11.0525
15 23 36 44 ,7.6275,11.7552
15 23 36 58 ,7.61,10.6703
15 23 37 38 ,7.6225,11.7118
15 23 37 39 ,7.4625,10.4042
15 23 37 43 ,7.7675,10.5965
15 23 37 44 ,7.67,11.331
15 23 37 58 ,7.6525,10.175
15 23 38 39 ,7.7125,11.1951
15 23 38 42 ,7.595,10.4524
15 23 38 44 ,7.92,12.0875
15 23 38 46 ,7.425,10.1328
15 23 38 48 ,7.265,10.0976
15 23 38 58 ,7.9025,10.9922
15 23 39 43 ,7.8575,10.2771
15 23 39 44 ,7.76,10.8136
15 23 41 49 ,7.385,10.3744
15 23 42 44 ,7.6425,10.1068
15 23 43 49 ,7.0525,10.784
15 23 43 55 ,7.0425,10.1225
15 23 44 58 ,7.95,10.4968
15 23 45 52 ,7.7675,10.1172
15 23 46 51 ,7.9975,10.8917
15 23 46 52 ,7.9675,10.8587
15 23 48 51 ,7.8375,10.809
15 23 48 52 ,7.8075,10.8345
15 23 49 51 ,7.48,12.1008
15 23 49 52 ,7.45,11.8123
15 23 50 51 ,7.51,10.364
15 23 50 52 ,7.48,10.2986
15 23 51 53 ,7.4425,10.258
15 23 51 54 ,7.4825,10.9272
15 23 51 55 ,7.47,11.6689
15 23 51 56 ,7.4175,10.2625
15 23 52 53 ,7.4125,10.4177
15 23 52 54 ,7.4525,10.9974
15 23 52 55 ,7.44,11.7627
15 23 52 56 ,7.3875,10.3303
15 24 25 45 ,7.8875,10.7951
15 24 25 48 ,7.9275,11.7398
15 24 25 49 ,7.57,12.7563
15 24 25 50 ,7.6,11.1665
15 24 25 53 ,7.5325,11.1056
15 24 25 54 ,7.5725,11.8353
15 24 25 55 ,7.56,12.5885
15 24 25 56 ,7.5075,11.1469
15 24 25 57 ,7.2025,10.5549
15 24 26 36 ,7.8825,11.8016
15 24 26 37 ,7.925,11.2456
15 24 26 42 ,7.8975,10.1393
15 24 26 49 ,7.21,10.9842
15 24 26 54 ,7.2125,10.08
15 24 26 55 ,7.2,10.8355
15 24 27 48 ,7.92,10.798
15 24 27 49 ,7.5625,11.8472
15 24 27 50 ,7.5925,10.5167
15 24 27 53 ,7.525,10.1193
15 24 27 54 ,7.565,10.8141
15 24 27 55 ,7.5525,11.6196
15 24 27 56 ,7.5,10.208
15 24 28 36 ,7.7875,12.4681
15 24 28 37 ,7.83,11.9161
15 24 28 39 ,7.92,11.5993
15 24 28 40 ,7.7925,10.1706
15 24 28 42 ,7.8025,10.8936
15 24 28 46 ,7.6325,10.6235
15 24 28 48 ,7.4725,10.5783
15 24 28 49 ,7.115,11.8725
15 24 28 50 ,7.145,10.1336
15 24 28 54 ,7.1175,10.7475
15 24 28 55 ,7.105,11.4832
15 24 28 56 ,7.0525,10.0574
15 24 29 36 ,7.93,12.6434
15 24 29 37 ,7.9725,12.0924
15 24 29 40 ,7.935,10.2438
15 24 29 42 ,7.945,10.9592
15 24 29 46 ,7.775,10.7224
15 24 29 48 ,7.615,10.7351
15 24 29 49 ,7.2575,11.8897
15 24 29 50 ,7.2875,10.2949
15 24 29 53 ,7.22,10.1478
15 24 29 54 ,7.26,10.8877
15 24 29 55 ,7.2475,11.6573
15 24 29 56 ,7.195,10.1937
15 24 30 57 ,7.84,10.6523
15 24 31 36 ,7.9775,13.0339
15 24 31 40 ,7.9825,10.8007
15 24 31 42 ,7.9925,11.6635
15 24 31 45 ,7.6225,10.4534
15 24 31 46 ,7.8225,11.3314
15 24 31 48 ,7.6625,11.2761
15 24 31 49 ,7.305,12.5263
15 24 31 50 ,7.335,11.0515
15 24 31 53 ,7.2675,10.6895
15 24 31 54 ,7.3075,11.4028
15 24 31 55 ,7.295,12.2138
15 24 31 56 ,7.2425,10.7594
15 24 32 36 ,7.9925,12.8668
15 24 32 40 ,7.9975,10.655
15 24 32 45 ,7.6375,10.3107
15 24 32 46 ,7.8375,11.1477
15 24 32 48 ,7.6775,11.1203
15 24 32 49 ,7.32,12.2626
15 24 32 50 ,7.35,10.8724
15 24 32 53 ,7.2825,10.539
15 24 32 54 ,7.3225,11.2477
15 24 32 55 ,7.31,12.0532
15 24 32 56 ,7.2575,10.6097
15 24 33 34 ,7.9875,13.3188
15 24 33 35 ,7.8325,13.0883
15 24 33 36 ,7.5475,12.6616
15 24 33 37 ,7.59,12.0981
15 24 33 38 ,7.84,12.9099
15 24 33 39 ,7.68,11.7788
15 24 33 40 ,7.5525,10.2786
15 24 33 42 ,7.5625,10.9776
15 24 33 43 ,7.985,11.8439
15 24 33 44 ,7.8875,12.4821
15 24 33 46 ,7.3925,10.644
15 24 33 48 ,7.2325,10.6372
15 24 33 58 ,7.87,11.4142
15 24 34 36 ,7.725,12.95
15 24 34 37 ,7.7675,12.4118
15 24 34 39 ,7.8575,11.9762
15 24 34 40 ,7.73,10.5828
15 24 34 42 ,7.74,11.1908
15 24 34 45 ,7.37,10.0879
15 24 34 46 ,7.57,10.8579
15 24 34 47 ,7.875,10.0064
15 24 34 48 ,7.41,10.8637
15 24 34 49 ,7.0525,11.9363
15 24 34 50 ,7.0825,10.2986
15 24 34 53 ,7.015,10.3576
15 24 34 54 ,7.055,11.112
15 24 34 55 ,7.0425,11.8305
15 24 35 36 ,7.57,12.7186
15 24 35 37 ,7.6125,12.1458
15 24 35 38 ,7.8625,12.9149
15 24 35 39 ,7.7025,11.8178
15 24 35 40 ,7.575,10.3376
15 24 35 42 ,7.585,10.9833
15 24 35 44 ,7.91,12.515
15 24 35 46 ,7.415,10.6235
15 24 35 48 ,7.255,10.6198
15 24 35 58 ,7.8925,11.4897
15 24 36 37 ,7.3275,11.7613
15 24 36 38 ,7.5775,12.5548
15 24 36 39 ,7.4175,11.3335
15 24 36 42 ,7.3,10.5109
15 24 36 43 ,7.7225,11.3327
15 24 36 44 ,7.625,12.1276
15 24 36 46 ,7.13,10.1849
15 24 36 58 ,7.6075,11.0156
15 24 37 38 ,7.62,12.0706
15 24 37 39 ,7.46,10.7555
15 24 37 43 ,7.765,10.8559
15 24 37 44 ,7.6675,11.6867
15 24 37 58 ,7.65,10.5029
15 24 38 39 ,7.71,11.574
15 24 38 40 ,7.5825,10.1949
15 24 38 42 ,7.5925,10.782
15 24 38 44 ,7.9175,12.4695
15 24 38 46 ,7.4225,10.4809
15 24 38 48 ,7.2625,10.4883
15 24 38 58 ,7.9,11.3491
15 24 39 43 ,7.855,10.5488
15 24 39 44 ,7.7575,11.1899
15 24 39 58 ,7.74,10.2429
15 24 40 44 ,7.63,10.0981
15 24 41 49 ,7.3825,10.5647
15 24 42 43 ,7.7375,10.0982
15 24 42 44 ,7.64,10.4308
15 24 43 49 ,7.05,10.9338
15 24 43 55 ,7.04,10.4097
15 24 44 46 ,7.47,10.0988
15 24 44 48 ,7.31,10.0791
15 24 44 58 ,7.9475,10.8541
15 24 45 51 ,7.795,10.2807
15 24 45 52 ,7.765,10.6257
15 24 46 51 ,7.995,11.2078
15 24 46 52 ,7.965,11.372
15 24 48 51 ,7.835,11.1664
15 24 48 52 ,7.805,11.3871
15 24 49 51 ,7.4775,12.3475
15 24 49 52 ,7.4475,12.2469
15 24 50 51 ,7.5075,10.5915
15 24 50 52 ,7.4775,10.7356
15 24 51 53 ,7.44,10.6048
15 24 51 54 ,7.48,11.3047
15 24 51 55 ,7.4675,12.0348
15 24 51 56 ,7.415,10.6176
15 24 52 53 ,7.41,10.9631
15 24 52 54 ,7.45,11.5655
15 24 52 55 ,7.4375,12.3069
15 24 52 56 ,7.385,10.8883
15 24 52 57 ,7.08,10.2934
15 25 26 49 ,7.9,11.7257
15 25 26 50 ,7.93,10.3328
15 25 26 54 ,7.9025,10.6505
15 25 26 55 ,7.89,11.4069
15 25 26 56 ,7.8375,10.0529
15 25 27 57 ,7.885,10.4911
15 25 28 49 ,7.805,12.7784
15 25 28 50 ,7.835,11.2018
15 25 28 53 ,7.7675,10.8498
15 25 28 54 ,7.8075,11.5251
15 25 28 55 ,7.795,12.2501
15 25 28 56 ,7.7425,10.9131
15 25 28 57 ,7.4375,10.3972
15 25 29 49 ,7.9475,12.8002
15 25 29 50 ,7.9775,11.3545
15 25 29 53 ,7.91,10.9948
15 25 29 54 ,7.95,11.6623
15 25 29 55 ,7.9375,12.4194
15 25 29 56 ,7.885,11.0456
15 25 29 57 ,7.58,10.529
15 25 31 49 ,7.995,13.376
15 25 31 53 ,7.9575,11.4762
15 25 31 54 ,7.9975,12.1251
15 25 31 55 ,7.985,12.9249
15 25 31 56 ,7.9325,11.5493
15 25 31 57 ,7.6275,11.0155
15 25 32 53 ,7.9725,11.325
15 25 32 55 ,8,12.7634
15 25 32 56 ,7.9475,11.3989
15 25 32 57 ,7.6425,10.8628
15 25 33 45 ,7.8825,10.4283
15 25 33 48 ,7.9225,11.3628
15 25 33 49 ,7.565,12.5027
15 25 33 50 ,7.595,11.0269
15 25 33 53 ,7.5275,10.6958
15 25 33 54 ,7.5675,11.3734
15 25 33 55 ,7.555,12.1405
15 25 33 56 ,7.5025,10.7409
15 25 33 57 ,7.1975,10.2049
15 25 34 49 ,7.7425,12.3413
15 25 34 50 ,7.7725,10.7867
15 25 34 53 ,7.705,10.6085
15 25 34 54 ,7.745,11.3267
15 25 34 55 ,7.7325,12.069
15 25 34 56 ,7.68,10.673
15 25 34 57 ,7.375,10.1032
15 25 35 45 ,7.905,10.1885
15 25 35 48 ,7.945,11.0421
15 25 35 49 ,7.5875,12.1523
15 25 35 50 ,7.6175,10.6887
15 25 35 53 ,7.55,10.4363
15 25 35 54 ,7.59,11.1003
15 25 35 55 ,7.5775,11.867
15 25 35 56 ,7.525,10.4482
15 25 36 40 ,7.98,10.0719
15 25 36 42 ,7.99,10.7958
15 25 36 46 ,7.82,10.7062
15 25 36 48 ,7.66,10.6963
15 25 36 49 ,7.3025,11.7639
15 25 36 50 ,7.3325,10.3731
15 25 36 53 ,7.265,10.0334
15 25 36 54 ,7.305,10.7082
15 25 36 55 ,7.2925,11.4716
15 25 36 56 ,7.24,10.0588
15 25 37 46 ,7.8625,10.204
15 25 37 48 ,7.7025,10.2133
15 25 37 49 ,7.345,11.2768
15 25 37 54 ,7.3475,10.1606
15 25 37 55 ,7.335,10.9022
15 25 38 45 ,7.9125,10.0455
15 25 38 48 ,7.9525,10.9358
15 25 38 49 ,7.595,12.0536
15 25 38 50 ,7.625,10.5631
15 25 38 53 ,7.5575,10.2408
15 25 38 54 ,7.5975,10.9569
15 25 38 55 ,7.585,11.6898
15 25 38 56 ,7.5325,10.3106
15 25 39 49 ,7.435,11.0913
15 25 39 54 ,7.4375,10.0177
15 25 39 55 ,7.425,10.7876
15 25 42 49 ,7.3175,10.7028
15 25 43 49 ,7.74,11.658
15 25 43 50 ,7.77,10.2811
15 25 43 54 ,7.7425,10.281
15 25 43 55 ,7.73,10.9814
15 25 44 48 ,8,10.5618
15 25 44 49 ,7.6425,11.6114
15 25 44 50 ,7.6725,10.3916
15 25 44 54 ,7.645,10.5548
15 25 44 55 ,7.6325,11.2572
15 25 46 49 ,7.1475,10.5127
15 25 49 58 ,7.625,10.9605
15 25 51 57 ,7.8,10.5429
15 25 52 57 ,7.77,10.3477
15 25 55 58 ,7.615,10.3444
15 26 27 49 ,7.8925,11.0574
15 26 27 55 ,7.8825,10.668
15 26 28 49 ,7.445,10.8971
15 26 28 55 ,7.435,10.3216
15 26 29 49 ,7.5875,10.9519
15 26 29 55 ,7.5775,10.5524
15 26 31 48 ,7.9925,10.2352
15 26 31 49 ,7.635,11.5741
15 26 31 50 ,7.665,10.3198
15 26 31 54 ,7.6375,10.2794
15 26 31 55 ,7.625,11.0954
15 26 32 49 ,7.65,11.3448
15 26 32 50 ,7.68,10.1907
15 26 32 54 ,7.6525,10.1703
15 26 32 55 ,7.64,10.9769
15 26 33 36 ,7.8775,11.2242
15 26 33 37 ,7.92,10.6797
15 26 33 49 ,7.205,10.6746
15 26 33 55 ,7.195,10.2973
15 26 34 49 ,7.3825,10.5272
15 26 34 55 ,7.3725,10.256
15 26 35 36 ,7.9,11.0882
